year,measure_type,leading_10_ranking,measure,group,subgroup,estimate_type,estimate,reliable
2017,By primary diagnosis,0,All diagnoses,By region,South,Visit count,59389000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By region,West,Visit count,24277000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),MSA,Visit count,120450000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),Non-MSA,Visit count,18527000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Private insurance,Visit count,33369000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Medicare,Visit count,25663000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Medicaid,Visit count,50917000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Uninsured,Visit count,11250000.0,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Other,Visit count,4123000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",Total,All visits,Visit count,32600000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Female,Visit count,19414000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Male,Visit count,13186000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,0-17 years old,Visit count,7130000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,18-44 years old,Visit count,11901000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,45-64 years old,Visit count,7686000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,65+ years old,Visit count,5882000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic white,Visit count,17825000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic black,Visit count,7878000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Hispanic,Visit count,5863000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic other,Visit count,1034000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Northeast,Visit count,4272000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Midwest,Visit count,8420000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,South,Visit count,13836000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,West,Visit count,6072000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),MSA,Visit count,28495000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),Non-MSA,Visit count,4105000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Private insurance,Visit count,8424000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicare,Visit count,7046000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicaid,Visit count,11042000.0,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Uninsured,Visit count,2328000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,Total,All visits,Visit count,26241000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By sex,Female,Visit count,12259000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By sex,Male,Visit count,13983000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,0-17 years old,Visit count,8352000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,18-44 years old,Visit count,9194000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,45-64 years old,Visit count,4770000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,65+ years old,Visit count,3926000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic white,Visit count,15889000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic black,Visit count,5569000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Hispanic,Visit count,3872000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic other,Visit count,912000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,Northeast,Visit count,3370000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,Midwest,Visit count,6549000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,South,Visit count,11492000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,West,Visit count,4831000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,Visit count,22415000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,Visit count,3827000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,Visit count,6758000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,Visit count,3824000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,Visit count,9197000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,Visit count,2209000.0,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,Visit count,1526000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,Visit count,14675000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Female,Visit count,8300000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Male,Visit count,6375000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,0-17 years old,Visit count,6123000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,18-44 years old,Visit count,4399000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,45-64 years old,Visit count,2324000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,65+ years old,Visit count,1829000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic white,Visit count,7418000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic black,Visit count,4202000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Hispanic,Visit count,2467000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Northeast,Visit count,1763000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Midwest,Visit count,4111000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By region,South,Visit count,6545000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By region,West,Visit count,2254000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),MSA,Visit count,12096000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),Non-MSA,Visit count,2579000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Private insurance,Visit count,3413000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicare,Visit count,2235000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicaid,Visit count,6412000.0,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Uninsured,Visit count,1169000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,Total,All visits,Visit count,11219000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Female,Visit count,6183000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Male,Visit count,5035000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,0-17 years old,Visit count,1049000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,18-44 years old,Visit count,4492000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,45-64 years old,Visit count,3805000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,65+ years old,Visit count,1872000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic white,Visit count,6070000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic black,Visit count,3617000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Hispanic,Visit count,1306000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Northeast,Visit count,1314000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Midwest,Visit count,2828000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,South,Visit count,5194000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,West,Visit count,1882000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),MSA,Visit count,9960000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),Non-MSA,Visit count,1258000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Private insurance,Visit count,2579000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicare,Visit count,2286000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicaid,Visit count,3594000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Uninsured,Visit count,1024000.0,Yes
2017,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Other,Visit count,403000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,Total,All visits,Visit count,8254000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Female,Visit count,4110000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Male,Visit count,4144000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By age,0-17 years old,Visit count,1562000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By age,18-44 years old,Visit count,3494000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By age,45-64 years old,Visit count,1845000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By age,65+ years old,Visit count,1352000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic white,Visit count,4848000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic black,Visit count,1787000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Hispanic,Visit count,1359000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,Visit count,261000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By region,Northeast,Visit count,1219000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By region,Midwest,Visit count,2326000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By region,South,Visit count,3494000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By region,West,Visit count,1214000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,Visit count,6968000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,Visit count,1286000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Private insurance,Visit count,2143000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicare,Visit count,1600000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicaid,Visit count,3041000.0,Yes
2017,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Uninsured,Visit count,705000.0,Yes
2017,By primary diagnosis,6,6. Diseases of the genitourinary system,Total,All visits,Visit count,6883000.0,Yes
2017,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,Visit count,5192000.0,Yes
2017,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,Visit count,1692000.0,Yes
2017,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,Visit count,998000.0,Yes
2017,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,Visit count,3463000.0,Yes
2017,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,Visit count,1291000.0,Yes
2017,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,Visit count,1131000.0,Yes
